ros_hc,ros_rrhc,ros_sa,ras_hc,ras_rrhc,ras_sa,ack_hc,ack_rrhc,ack_sa,sphere_hc,sphere_rrhc,sphere_sa
15.799910336629473,13.29167589702934,15.698000843839132,164.1979102593427,95.54838626038384,233.8175022406946,19.762589531544126,19.011129717179397,20.894959445846737,8.137593406503476e-05,8.137593406503476e-05,9.073461702670336
13.78066935648414,13.00419775338571,12.527396049389129,172.15837637801536,111.47127936964523,106.46607985667579,19.6003422855301,19.142719651211376,20.55893566184767,0.00013398750370913743,9.862060478246921e-05,13.848768512159511
16.7208347859626,15.21405842535673,14.590173479637905,89.58058165782896,89.58058165782896,101.48692642165653,19.49031869415826,19.240010277496648,20.510496418308005,0.00016570155856752278,9.208835567405664e-05,9.629803436423956
15.348927666942076,11.851840796263028,11.968541143578895,215.93276037778864,85.5956088030639,151.23947988536676,18.85489869957023,18.85489869957023,19.21708429416068,0.0001105359787871312,9.394085847706999e-05,11.78797999474931
15.09135120294316,12.8757599722488,14.680474605377146,130.35138161844196,86.5937950221424,165.16924554687338,19.400149501375637,18.962696042636022,20.435257605826315,0.0001230138319561349,0.00010805337425740162,13.751138064041376
14.977466245602812,14.977466245602812,15.313852064944218,133.3474083795041,89.56809109581279,109.44861986074991,19.265545255053077,18.562148992481703,20.524708738880914,0.0001330186874985612,9.336378703898166e-05,6.289146117542106
16.56569689600355,13.532358078475296,13.630740204588017,211.9543508381911,101.52018397731834,141.2937917904752,19.51855814104377,18.933207374710424,19.62152143599563,8.5032807699369e-05,8.5032807699369e-05,7.88556200049001
17.237830209759807,14.940436394141463,14.706464912174148,131.3659052464522,101.50538767587284,87.56052409852767,19.705952261038817,19.006176838641856,20.141757682150782,0.00017460987293860592,0.00010542037814011296,18.817883566306747
16.54883255308014,14.33971806796842,12.633911509572158,79.63030457458592,79.63030457458592,75.6238289152245,19.647959021411598,19.128119238699743,20.38829977701884,0.00015521323205052226,0.00010368754524417877,11.606961193776542
13.957255679408002,10.625185381847121,6.277653554986919,154.2376162497325,89.5876579804991,111.44152326424305,19.687391611609744,19.331526165813244,20.10456755629418,0.00019081999778964982,9.427239257381458e-05,10.24605720566135
