ros_hc,ros_rrhc,ros_sa,ras_hc,ras_rrhc,ras_sa,ack_hc,ack_rrhc,ack_sa,sphere_hc,sphere_rrhc,sphere_sa
7.877480949268118,4.715900470061307,2.0459778492111913,76.62324974364336,45.78010497343226,51.7400999243603,19.621096433365242,18.400310956190378,19.563591737235836,7.850613584839378e-05,3.867093773859745e-05,0.05697320138228727
8.020218570639566,3.361259370424022,5.552028259507918,34.8336504137266,34.8336504137266,27.859509605947544,19.82934381362654,17.34879834984401,19.858247464283334,6.596022852279305e-05,3.79306025012463e-05,0.3166686818665624
4.705470044935691,4.4645707479398515,7.676314488483891,61.70757290776335,33.841872619249145,23.880581385020093,19.34697154363328,18.16630932840034,19.421686805441702,7.206784563853153e-05,3.593504633472828e-05,0.13855310852351588
8.282392629960388,5.579181129767704,6.394427362473194,89.55356246298459,15.936963879412033,54.72305164379941,19.377312787198832,18.729168718428323,19.633295366510588,5.2840007321751674e-05,4.3972460159069654e-05,0.16181737083191636
8.17137114274567,4.264822253011498,7.681074652136491,53.73955881222439,48.7689590832084,47.759193284711735,19.657496771370127,18.715094105651325,19.367376296732726,5.683945564772808e-05,4.3097703786733574e-05,0.3423360546679214
8.420006207376487,6.856604627100497,4.868321987156114,95.52732806902938,33.841609609851076,81.58780545421467,19.00276872954947,19.00276872954947,19.35672417782476,5.48115128319901e-05,4.3016250846791373e-05,0.10993203397687165
7.302379951990519,2.9207145257250717,5.466474233971184,80.60188123196347,46.77874907358249,50.74336244480092,19.62912569580355,18.767597914172697,19.658067203186675,4.0098644535403607e-05,3.9027638382082843e-05,0.2858379384259239
8.685944254465543,6.6026453051143825,5.086048331492684,120.40320105109143,39.8067315130028,147.25380849156642,19.398517854547844,19.09843496086876,19.52258247820948,6.873844149608161e-05,3.257704771121688e-05,0.30747581069950647
7.954298354581021,6.642858341294973,4.322226901072352,35.82783307978308,28.863965659243135,50.743983869698646,19.499575076116216,19.01425516947977,19.547208492921797,6.0775276423897024e-05,3.947747222377816e-05,0.29211653181098374
8.202217165460642,5.647595614449538,5.0032653531531945,69.66089595929766,39.81796648435519,36.814908743558604,19.20526451643988,18.804237471218066,19.416549162462942,0.00010958566349843655,1.8278885438165615e-05,0.20231268142769773
